provision_id                           rank  score  determinacy
sfs-2017-1200:P4                       865   14.0   specific   
sfs-2026-772:K1P1:occurrence:2         866   14.0   vague      
sfs-2026-1281:K15P6                    867   14.0   specific   
sfs-2016-1108:K12P36                   868   14.0   unmarked   
sfs-2016-1147:K14P12                   869   14.0   unmarked   
sfs-2025-1053:K2P6                     870   14.0   unmarked   
sfs-2015-315:K8P2                      871   14.0   unmarked   
sfs-2016-1108:K13P32                   872   14.0   unmarked   
sfs-2022-759:P6                        873   14.0   unmarked   
sfs-2018-585:K4P13                     874   14.0   vague      
sfs-2015-96:K2P2                       875   14.0   specific   
sfs-2018-1219:K5P16                    876   14.0   vague      
sfs-2019-742:K16P13                    877   14.0   unmarked   
sfs-1976-580:P66                       878   14.0   specific   
sfs-2022-856:P32                       879   14.0   specific   
sfs-2022-856:P32:occurrence:2          880   14.0   specific   
sfs-2024-506:K3P4                      881   14.0   specific   
sfs-2014-968:K3P11                     882   14.0   specific   
sfs-2023-875:K1P7a                     883   14.0   specific   
sfs-2014-968:K1aP7                     884   14.0   unmarked   
sfs-2022-700:K5P19                     885   14.0   unmarked   
sfs-2023-875:K2P29                     886   14.0   specific   
sfs-2016-319:P3                        887   14.0   unmarked   
sfs-2019-168:P4                        888   14.0   unmarked   
sfs-2019-32:K3P12                      889   14.0   vague      
sfs-2017-630:K3P1                      890   14.0   unmarked   
sfs-2023-200:K13P29                    891   14.0   vague      
sfs-2026-772:K7P2                      892   14.0   unmarked   
sfs-2026-1601:K7P3                     893   14.0   vague      
sfs-2026-1281:K12P3                    894   14.0   specific   
sfs-2022-260:K6P1                      895   14.0   vague      
sfs-2015-485:K2P6                      896   14.0   unmarked   
sfs-2024-710:K5P31                     897   14.0   specific   
sfs-2018-597:K7P5                      898   14.0   unmarked   
sfs-2017-900:P35                       899   14.0   unmarked   
sfs-2025-400:K32P9                     900   14.0   vague      
sfs-2016-977:K7P6                      901   14.0   specific   
sfs-2025-520:K5P14                     902   14.0   unmarked   
sfs-2018-585:K3P4                      903   14.0   vague      
sfs-2008-567:K5P1                      904   14.0   unmarked   
sfs-1976-580:P34                       905   14.0   unmarked   
sfs-2024-506:K2P8                      906   14.0   unmarked   
sfs-2018-585:overgang:2018-585         907   14.0   specific   
sfs-2023-200:K20P14                    908   14.0   vague      
sfs-2025-520:K6P7                      909   14.0   specific   
sfs-2015-1016:K18P9                    910   14.0   specific   
sfs-2020-616:P24                       911   14.0   specific   
sfs-2016-1024:K3aP2                    912   14.0   vague      
sfs-2014-836:P8                        913   14.0   specific   
sfs-2018-1694:K4P8                     914   14.0   specific   
sfs-2025-520:K7P11                     915   14.0   specific   
sfs-2018-1693:K4P7                     916   14.0   specific   
sfs-2018-1653:K3P3                     917   14.0   specific   
sfs-2018-672:K16P8                     918   14.0   specific   
sfs-2023-875:K4P13                     919   14.0   unmarked   
sfs-2025-1377:K5P2                     920   14.0   unmarked   
sfs-2023-875:K5P18                     921   14.0   specific   
sfs-2016-752:P5                        922   14.0   specific   
sfs-2022-1681:overgang:2022-1681       923   14.0   specific   
sfs-1976-580:P28                       924   14.0   specific   
sfs-2018-2088:K11P20                   925   14.0   specific   
sfs-2026-1011:K1P3                     926   14.0   specific   
sfs-2018-1219:K1P9                     927   14.0   vague      
sfs-2026-1281:K1P5                     928   14.0   specific   
sfs-2018-585:K3P10                     929   13.0   unmarked   
sfs-2016-1145:K5P7                     930   13.0   unmarked   
sfs-2016-1146:K5P6                     931   13.0   unmarked   
sfs-2022-155:K4P2                      932   13.0   unmarked   
sfs-2024-506:K7P13                     933   13.0   unmarked   
sfs-2019-742:K2P6                      934   13.0   unmarked   
sfs-2022-156:K4P2                      935   13.0   unmarked   
sfs-2017-725:K2P4                      936   13.0   unmarked   
sfs-2016-1147:K5P7                     937   13.0   unmarked   
sfs-2024-79:K2P3                       938   13.0   specific   
sfs-2016-1091:K2P6                     939   13.0   specific   
sfs-2017-725:K5P45                     940   13.0   unmarked   
sfs-2022-482:K5P10                     941   13.0   unmarked   
sfs-2018-672:K7P30                     942   13.0   unmarked   
sfs-2018-672:K7P8                      943   13.0   unmarked   
sfs-2026-723:P6                        944   13.0   unmarked   
sfs-2014-1020:P19                      945   13.0   vague      
sfs-2015-315:K18P1                     946   13.0   unmarked   
sfs-2026-1281:K7P13                    947   13.0   unmarked   
sfs-2019-453:P17                       948   13.0   unmarked   
sfs-1982-673:P8                        949   13.0   specific   
sfs-2026-1281:K6P19                    950   13.0   unmarked   
sfs-2016-1108:K7P13                    951   13.0   unmarked   
sfs-2022-260:K5P9                      952   13.0   vague      
sfs-2019-742:K10P14                    953   13.0   specific   
sfs-2016-1307:K4P4                     954   13.0   unmarked   
sfs-2024-1146:K2P6                     955   13.0   unmarked   
sfs-2025-400:K17P3                     956   13.0   unmarked   
sfs-2024-782:K3P1                      957   13.0   unmarked   
sfs-2024-79:K5P7                       958   13.0   specific   
sfs-2022-155:K2P19                     959   13.0   unmarked   
sfs-2026-786:K3P2                      960   13.0   unmarked   
sfs-2026-1600:K5P10                    961   13.0   specific   
sfs-2018-1219:K5P7                     962   13.0   vague      
sfs-2021-77:P4                         963   13.0   unmarked   
sfs-2016-253:K6P16                     964   13.0   unmarked   
sfs-1982-80:P33c                       965   13.0   specific   
sfs-2015-315:K18P2                     966   13.0   unmarked   
sfs-2014-1437:P17                      967   13.0   unmarked   
sfs-2020-32:P12                        968   13.0   unmarked   
sfs-2024-1089:P22                      969   13.0   unmarked   
sfs-2014-322:P34                       970   13.0   vague      
sfs-2018-673:P14                       971   13.0   unmarked   
sfs-2025-400:K14P8                     972   13.0   unmarked   
sfs-2014-836:P36                       973   13.0   unmarked   
sfs-2018-672:K7P38                     974   13.0   unmarked   
sfs-2022-700:K2P21                     975   13.0   unmarked   
sfs-2018-558:P16                       976   13.0   unmarked   
sfs-2026-408:K20P2                     977   13.0   unmarked   
sfs-2017-725:K11P5                     978   13.0   unmarked   
sfs-2018-1217:K4P2                     979   13.0   unmarked   
sfs-2018-1138:K14P8a                   980   13.0   unmarked   
sfs-2020-526:P7                        981   13.0   unmarked   
sfs-2024-1089:P11                      982   13.0   unmarked   
sfs-2022-964:K3P12                     983   13.0   specific   
sfs-2016-188:K1P5                      984   13.0   vague      
sfs-2023-38:K4P3                       985   13.0   unmarked   
sfs-2021-937:P2                        986   13.0   unmarked   
sfs-2015-1016:K20P3                    987   13.0   vague      
sfs-2018-696:P17                       988   13.0   unmarked   
sfs-2023-200:K4P13                     989   13.0   unmarked   
sfs-2026-1274:P12                      990   13.0   specific   
sfs-2022-856:P8                        991   13.0   specific   
sfs-2025-520:K6P5                      992   13.0   unmarked   
sfs-2018-1192:K9P8                     993   13.0   vague      
sfs-2026-1653:K3P7                     994   13.0   unmarked   
sfs-2026-252:K4P2                      995   13.0   unmarked   
sfs-2015-1016:K13P1                    996   13.0   unmarked   
sfs-2017-725:K4P33                     997   13.0   unmarked   
sfs-2022-365:K7P23                     998   13.0   unmarked   
sfs-2016-1067:P15                      999   13.0   unmarked   
sfs-2014-322:P31                       1000  13.0   unmarked   
sfs-2018-1289:P5                       1001  13.0   unmarked   
sfs-2021-516:K3P4                      1002  13.0   vague      
sfs-2016-1091:K1P2                     1003  13.0   unmarked   
sfs-2026-408:K9P9                      1004  13.0   unmarked   
sfs-2023-38:K4P12                      1005  13.0   unmarked   
sfs-2021-579:P18                       1006  13.0   unmarked   
sfs-2022-368:K4P1                      1007  13.0   unmarked   
sfs-2024-114:K2P5                      1008  13.0   unmarked   
sfs-2025-400:K34P7                     1009  13.0   unmarked   
sfs-2023-200:K10P78                    1010  13.0   unmarked   
sfs-2018-1653:K7P1                     1011  13.0   unmarked   
sfs-2026-1011:K4P13                    1012  13.0   unmarked   
sfs-2022-368:K3P6                      1013  13.0   unmarked   
sfs-2023-421:P20                       1014  13.0   vague      
sfs-2017-527:P17                       1015  13.0   unmarked   
sfs-2025-520:K5P7                      1016  13.0   unmarked   
sfs-2020-548:P33                       1017  13.0   unmarked   
sfs-2022-629:P11                       1018  13.0   unmarked   
sfs-2016-1146:K19P4                    1019  13.0   unmarked   
sfs-2018-597:K12P6                     1020  13.0   unmarked   
sfs-2015-632:P3                        1021  13.0   unmarked   
sfs-2022-700:K7P16                     1022  13.0   unmarked   
sfs-2018-672:K2P6                      1023  13.0   unmarked   
sfs-2016-1145:K19P4                    1024  13.0   unmarked   
sfs-2016-1146:K15P6                    1025  13.0   vague      
sfs-2026-1460:P3                       1026  13.0   unmarked   
sfs-2026-408:K12P2                     1027  13.0   unmarked   
sfs-2019-742:K10P44                    1028  13.0   specific   
sfs-2023-704:P9                        1029  13.0   unmarked   
sfs-2026-786:K5P7                      1030  13.0   unmarked   
sfs-2026-484:K3P8                      1031  13.0   vague      
sfs-2022-1568:K12P3                    1032  13.0   unmarked   
sfs-2022-700:K2P24                     1033  13.0   unmarked   
sfs-2016-1024:K8P1:occurrence:2        1034  13.0   unmarked   
sfs-2016-1145:K16P6                    1035  13.0   vague      
sfs-2018-1654:P3                       1036  13.0   unmarked   
sfs-2025-400:K12P5                     1037  13.0   unmarked   
sfs-2016-145:P19b                      1038  13.0   vague      
sfs-2023-677:P16                       1039  13.0   vague      
sfs-2026-1600:K11P3                    1040  13.0   unmarked   
sfs-2018-672:K7P7                      1041  13.0   unmarked   
sfs-2021-516:K3P26                     1042  13.0   vague      
sfs-2016-1108:K1P9                     1043  13.0   specific   
sfs-1982-80:overgang:1994-1685         1044  13.0   unmarked   
sfs-2018-1625:P10                      1045  13.0   unmarked   
sfs-2026-999:K6P3:occurrence:2         1046  13.0   unmarked   
sfs-2026-999:K6P3                      1047  13.0   unmarked   
sfs-2017-322:P16                       1048  13.0   vague      
sfs-2022-155:K6P5                      1049  13.0   unmarked   
sfs-2022-1568:K7P19                    1050  13.0   unmarked   
sfs-2022-156:K6P5                      1051  13.0   unmarked   
sfs-2018-1217:K4P7                     1052  13.0   unmarked   
sfs-2016-1108:K3P17                    1053  13.0   specific   
sfs-2026-1281:K9P29                    1054  13.0   unmarked   
sfs-2025-520:K4P5                      1055  13.0   unmarked   
sfs-2026-1283:K9P5                     1056  13.0   unmarked   
sfs-2021-34:P9                         1057  13.0   unmarked   
sfs-2008-567:K2P9                      1058  13.0   vague      
sfs-2025-1053:K1P5                     1059  13.0   specific   
sfs-2015-1016:K9P2                     1060  13.0   specific   
sfs-2016-188:K4P2                      1061  13.0   unmarked   
sfs-2017-1000:K2P13                    1062  13.0   unmarked   
sfs-2025-400:K12P5:occurrence:2        1063  13.0   unmarked   
sfs-2016-188:K4P5                      1064  13.0   unmarked   
sfs-2016-977:K9P5                      1065  13.0   vague      
sfs-2017-1000:K3P40                    1066  13.0   unmarked   
sfs-2018-673:P23                       1067  13.0   unmarked   
sfs-1982-80:P43                        1068  13.0   vague      
sfs-2022-482:K9P28                     1069  13.0   unmarked   
sfs-2021-937:P9                        1070  13.0   unmarked   
sfs-2024-487:overgang:2024-487         1071  13.0   specific   
sfs-2017-725:K7P17                     1072  13.0   unmarked   
sfs-2026-806:P3:occurrence:2           1073  13.0   unmarked   
sfs-2022-1697:K4P1                     1074  13.0   unmarked   
sfs-2015-812:P3                        1075  13.0   specific   
sfs-2017-725:K6P2                      1076  13.0   unmarked   
sfs-2024-7:P15                         1077  13.0   unmarked   
sfs-2023-200:K5P19                     1078  13.0   specific   
sfs-2015-1017:K2P5                     1079  13.0   unmarked   
sfs-2022-155:K3P7                      1080  13.0   unmarked   
sfs-2022-156:K3P8                      1081  13.0   unmarked   
sfs-2018-1653:K4P1                     1082  13.0   unmarked   
sfs-2015-1016:K6P10                    1083  13.0   unmarked   
sfs-2026-1281:K11P22                   1084  13.0   specific   
sfs-2016-1067:P4                       1085  13.0   unmarked   
sfs-2024-945:K17P1                     1086  13.0   unmarked   
sfs-2016-417:P3                        1087  13.0   unmarked   
sfs-2026-408:K13P9                     1088  13.0   unmarked   
sfs-2016-188:K3P6                      1089  13.0   vague      
sfs-2022-700:K5P6                      1090  13.0   vague      
sfs-2020-1066:P24                      1091  13.0   unmarked   
sfs-2022-366:K5P5                      1092  13.0   unmarked   
sfs-2026-1459:P7                       1093  13.0   vague      
sfs-2008-567:K2P1                      1094  13.0   unmarked   
sfs-2022-700:K5P22                     1095  13.0   unmarked   
sfs-2016-1146:K11P1                    1096  13.0   unmarked   
sfs-2016-429:P7                        1097  13.0   specific   
sfs-2017-630:K3P3                      1098  13.0   vague      
sfs-2019-234:K3P4                      1099  13.0   unmarked   
sfs-2019-601:K2P5                      1100  13.0   specific   
sfs-2024-710:K8P12                     1101  13.0   vague      
sfs-2016-1145:K11P1                    1102  13.0   unmarked   
sfs-2023-875:K3P30a                    1103  13.0   unmarked   
sfs-2018-1138:K11P7                    1104  13.0   specific   
sfs-2022-964:K5P4                      1105  13.0   unmarked   
sfs-2021-709:K3P9                      1106  13.0   unmarked   
sfs-2020-548:P4                        1107  13.0   unmarked   
sfs-2024-1231:P5                       1108  13.0   unmarked   
sfs-2024-79:K2P2                       1109  13.0   unmarked   
sfs-2017-725:K8P4                      1110  13.0   unmarked   
sfs-2025-520:K6P1                      1111  13.0   unmarked   
sfs-2022-366:K2P11                     1112  13.0   unmarked   
sfs-2024-945:K15P5                     1113  13.0   vague      
sfs-2014-968:K3aP1                     1114  13.0   unmarked   
sfs-2018-1192:K7P1                     1115  13.0   unmarked   
sfs-2022-155:K7P12                     1116  13.0   unmarked   
sfs-2022-156:K7P12                     1117  13.0   unmarked   
sfs-2023-200:K10P82                    1118  13.0   specific   
sfs-2026-1600:K20P2                    1119  13.0   unmarked   
sfs-2024-1146:K2P8                     1120  13.0   unmarked   
sfs-2015-1016:K5P3a                    1121  13.0   unmarked   
sfs-2019-742:K10P51                    1122  13.0   unmarked   
sfs-2023-677:P17                       1123  13.0   vague      
sfs-2026-1274:P9                       1124  13.0   vague      
sfs-2018-2088:K6P6                     1125  13.0   unmarked   
sfs-2022-913:K1P3                      1126  13.0   unmarked   
sfs-2020-1066:P13                      1127  13.0   vague      
sfs-2017-447:K2P10                     1128  13.0   unmarked   
sfs-2017-452:K2P8                      1129  13.0   unmarked   
sfs-2026-786:K10P6                     1130  13.0   unmarked   
sfs-2022-482:K7P13                     1131  13.0   unmarked   
sfs-2026-56:P8                         1132  13.0   unmarked   
sfs-2018-672:K8P29                     1133  13.0   vague      
sfs-2024-945:K10P11                    1134  13.0   specific   
sfs-2015-433:K2P8                      1135  13.0   unmarked   
sfs-2018-181:P6                        1136  13.0   unmarked   
sfs-2019-32:K5P5                       1137  13.0   unmarked   
sfs-2016-145:P17                       1138  13.0   unmarked   
sfs-2017-900:P30                       1139  13.0   unmarked   
sfs-2016-1147:K9P1                     1140  13.0   unmarked   
sfs-2017-900:P37                       1141  13.0   unmarked   
sfs-2022-700:K5P26                     1142  13.0   vague      
sfs-2017-725:K5P50                     1143  13.0   unmarked   
sfs-2026-484:K3P6                      1144  13.0   vague      
sfs-2026-408:K5P3                      1145  13.0   unmarked   
sfs-2025-400:K13P7                     1146  13.0   specific   
sfs-2022-700:K5P14                     1147  13.0   vague      
sfs-2025-1377:K4P3                     1148  13.0   unmarked   
sfs-2024-926:P12                       1149  13.0   unmarked   
sfs-2008-567:K2P12a                    1150  13.0   vague      
sfs-2024-1006:P11                      1151  13.0   unmarked   
sfs-2023-200:K13P7                     1152  13.0   unmarked   
sfs-2017-30:K16P5                      1153  13.0   specific   
sfs-2020-32:P8                         1154  13.0   vague      
sfs-2026-585:P16                       1155  13.0   unmarked   
sfs-2024-487:P9                        1156  13.0   vague      
sfs-2020-616:P17                       1157  13.0   unmarked   
sfs-2026-1011:K4P15                    1158  13.0   vague      
sfs-2008-567:K2P15                     1159  13.0   unmarked   
sfs-2020-616:P17:occurrence:2          1160  13.0   unmarked   
sfs-2024-535:P3                        1161  13.0   unmarked   
sfs-2018-672:K6P46                     1162  13.0   unmarked   
sfs-2018-1219:K4P18                    1163  13.0   unmarked   
sfs-2024-710:K8P9a                     1164  13.0   vague      
sfs-2026-1281:K9P26                    1165  13.0   unmarked   
sfs-2022-155:K3P15                     1166  13.0   unmarked   
sfs-2022-156:K3P16                     1167  13.0   unmarked   
sfs-2014-968:K1aP19                    1168  13.0   unmarked   
sfs-2016-145:P19a                      1169  13.0   vague      
sfs-2022-856:P9                        1170  13.0   unmarked   
sfs-2014-812:overgang:2014-812         1171  13.0   unmarked   
sfs-2016-1146:K4P5                     1172  13.0   unmarked   
sfs-2018-396:K2P5                      1173  13.0   unmarked   
sfs-2016-1013:P15                      1174  13.0   unmarked   
sfs-2022-482:K11P18                    1175  13.0   unmarked   
sfs-2021-516:K2P2                      1176  13.0   specific   
sfs-2019-742:K8P11                     1177  13.0   unmarked   
sfs-2023-254:P8                        1178  13.0   vague      
sfs-2019-109:P13                       1179  13.0   unmarked   
sfs-2016-1024:K2P4                     1180  13.0   unmarked   
sfs-2018-1192:K5P1                     1181  13.0   unmarked   
sfs-2022-482:K7P30                     1182  13.0   unmarked   
sfs-2025-400:K12P7:occurrence:2        1183  13.0   vague      
sfs-2022-483:P3                        1184  13.0   unmarked   
sfs-2018-672:K7P2                      1185  13.0   unmarked   
sfs-2022-365:K7P28                     1186  13.0   unmarked   
sfs-2020-62:P25                        1187  13.0   unmarked   
sfs-2026-128:P18                       1188  13.0   vague      
sfs-2018-1693:K5P27                    1189  13.0   unmarked   
sfs-2026-1011:K3P7                     1190  13.0   unmarked   
sfs-2022-700:K5P5                      1191  13.0   vague      
sfs-2026-484:K3P9                      1192  13.0   unmarked   
sfs-2022-155:K8P12                     1193  13.0   vague      
sfs-2022-156:K8P12                     1194  13.0   vague      
sfs-2016-1024:K2P4:occurrence:2        1195  13.0   unmarked   
sfs-2017-30:K7P3                       1196  13.0   unmarked   
sfs-2018-672:K17P43                    1197  13.0   unmarked   
sfs-2023-875:K5P6                      1198  13.0   unmarked   
sfs-2015-812:P4                        1199  13.0   specific   
sfs-2022-856:P21a                      1200  13.0   specific   
sfs-2025-400:K32P5                     1201  13.0   unmarked   
sfs-2022-155:K8P11                     1202  13.0   unmarked   
sfs-2022-156:K8P11                     1203  13.0   unmarked   
sfs-2018-2088:K3P1                     1204  13.0   unmarked   
sfs-2023-875:K3P15                     1205  13.0   unmarked   
sfs-2022-155:K1P3                      1206  13.0   unmarked   
sfs-2016-1024:K6P2                     1207  13.0   specific   
sfs-2015-62:K8P5                       1208  13.0   unmarked   
sfs-2021-787:P5                        1209  13.0   specific   
sfs-2026-843:P3                        1210  13.0   unmarked   
sfs-2018-696:P9                        1211  13.0   vague      
sfs-2018-1693:K2P15                    1212  13.0   specific   
sfs-2019-1182:K2P22                    1213  13.0   specific   
sfs-2026-1011:K3P17                    1214  13.0   unmarked   
sfs-2026-1011:K9P6                     1215  13.0   unmarked   
sfs-2021-77:P8                         1216  13.0   vague      
sfs-2017-900:P25                       1217  13.0   unmarked   
sfs-2015-1016:K8P8                     1218  13.0   unmarked   
sfs-2019-212:P3                        1219  13.0   unmarked   
sfs-2021-77:P9                         1220  13.0   unmarked   
sfs-2016-1145:K4P5                     1221  13.0   unmarked   
sfs-2018-181:P8                        1222  13.0   unmarked   
sfs-2015-1016:K3P12                    1223  13.0   specific   
sfs-2023-875:K7P33                     1224  13.0   specific   
sfs-2018-672:K20P4                     1225  13.0   unmarked   
sfs-2017-725:overgang:2023-642         1226  13.0   unmarked   
sfs-2016-1024:K6P2:occurrence:2        1227  13.0   specific   
sfs-1995-584:P16                       1228  13.0   unmarked   
sfs-2022-156:K5P8                      1229  13.0   vague      
sfs-2019-742:K10P48                    1230  13.0   unmarked   
sfs-2016-675:overgang:2016-675         1231  13.0   unmarked   
sfs-2022-155:K5P8                      1232  13.0   vague      
sfs-2018-1212:K3P6                     1233  13.0   unmarked   
sfs-2016-1147:K4P5                     1234  13.0   unmarked   
sfs-2024-172:P31                       1235  13.0   specific   
sfs-2022-725:P5                        1236  13.0   unmarked   
sfs-2025-520:K6P9                      1237  13.0   unmarked   
sfs-2025-1053:K5P3                     1238  13.0   unmarked   
sfs-2017-30:K17P8                      1239  13.0   unmarked   
sfs-2020-548:P13                       1240  13.0   unmarked   
sfs-2025-1378:P11                      1241  13.0   specific   
sfs-2022-482:K4P11                     1242  13.0   vague      
sfs-2017-30:K8P2                       1243  13.0   unmarked   
sfs-2024-945:K8P7                      1244  13.0   unmarked   
sfs-2018-672:K10P16                    1245  13.0   specific   
sfs-1982-80:P30                        1246  13.0   specific   
sfs-2016-960:P7                        1247  13.0   specific   
sfs-2017-322:P5                        1248  13.0   vague      
sfs-2026-408:K14P2                     1249  13.0   specific   
sfs-2018-131:P9                        1250  13.0   unmarked   
sfs-2022-482:K5P40                     1251  13.0   specific   
sfs-2015-1016:K6P15                    1252  13.0   vague      
sfs-2018-1138:K6P9                     1253  13.0   specific   
sfs-2026-999:K1P6                      1254  13.0   specific   
sfs-2024-710:K4P13                     1255  13.0   specific   
sfs-1982-80:P15                        1256  13.0   specific   
sfs-2015-1016:K27P16                   1257  13.0   specific   
sfs-2016-1024:K2P2                     1258  13.0   vague      
sfs-2016-977:K11P13                    1259  13.0   vague      
sfs-2014-1020:P22                      1260  13.0   specific   
sfs-2015-62:K4P2                       1261  13.0   specific   
sfs-2024-945:K15P11                    1262  13.0   unmarked   
sfs-1995-584:P14                       1263  13.0   specific   
sfs-2016-1024:K6P3                     1264  13.0   specific   
sfs-2024-782:K6P1                      1265  13.0   specific   
sfs-2026-999:K1P6:occurrence:2         1266  13.0   specific   
sfs-2015-911:K7P4                      1267  13.0   unmarked   
sfs-2022-482:K5P22                     1268  13.0   specific   
sfs-2016-253:K6P3                      1269  13.0   specific   
sfs-2019-370:P17                       1270  13.0   specific   
sfs-2018-672:K16P18                    1271  13.0   specific   
sfs-2018-672:K16P39                    1272  13.0   specific   
sfs-2023-200:K13P11                    1273  13.0   unmarked   
sfs-2016-1024:K6P3:occurrence:2        1274  13.0   specific   
sfs-2016-1024:K3P6                     1275  13.0   specific   
sfs-2015-62:K5P5                       1276  13.0   specific   
sfs-2015-911:K4P1                      1277  13.0   specific   
sfs-2022-482:K11P11                    1278  13.0   specific   
sfs-2017-447:K4P9                      1279  13.0   specific   
sfs-2019-742:K16P38                    1280  13.0   unmarked   
sfs-2014-968:K6P12                     1281  13.0   unmarked   
sfs-2024-114:K1P5                      1282  13.0   unmarked   
sfs-2016-1024:K3P2                     1283  13.0   vague      
sfs-2016-676:P50                       1284  13.0   specific   
sfs-2026-333:P5                        1285  13.0   unmarked   
sfs-2018-1218:P6:occurrence:2          1286  13.0   specific   
sfs-2016-675:P48                       1287  13.0   specific   
sfs-2015-650:K3P4                      1288  13.0   specific   
sfs-2018-1693:K5P4                     1289  13.0   specific   
sfs-1982-80:P22                        1290  13.0   specific   
sfs-2016-1145:K14P4                    1291  13.0   unmarked   
sfs-2019-742:K8P7                      1292  13.0   specific   
sfs-2021-516:overgang:2021-516         1293  13.0   specific   
sfs-2015-911:overgang:2018-2036        1294  13.0   specific   
sfs-2015-666:overgang:2015-666         1295  13.0   specific   
sfs-2025-520:K3P4                      1296  13.0   specific   
sfs-2025-1377:K5P7                     1297  13.0   vague      
sfs-2024-172:overgang:2024-172         1298  13.0   specific   
sfs-1982-80:P2b                        1299  13.0   unmarked   
sfs-2015-911:K2P2                      1300  13.0   vague      
sfs-2019-742:K10P17                    1301  13.0   specific   
sfs-2015-62:K2P2                       1302  13.0   vague      
sfs-2018-1219:overgang:2018-1219       1303  13.0   specific   
sfs-2015-62:overgang:2015-62           1304  13.0   specific   
sfs-2015-62:K3P8                       1305  13.0   specific   
sfs-2025-520:K7P8                      1306  12.0   vague      
sfs-2020-616:P19                       1307  12.0   unmarked   
sfs-2026-1600:K11P6                    1308  12.0   vague      
sfs-2026-1637:K6P4                     1309  12.0   vague      
sfs-2022-260:K7P2                      1310  12.0   unmarked   
sfs-2025-400:K20P4                     1311  12.0   unmarked   
sfs-2022-260:K8P1                      1312  12.0   vague      
sfs-2026-786:K10P11                    1313  12.0   vague      
sfs-2022-260:K9P5                      1314  12.0   unmarked   
sfs-2024-710:K6P10                     1315  12.0   unmarked   
sfs-2026-1653:K3P6                     1316  12.0   unmarked   
sfs-2014-1020:P20                      1317  12.0   unmarked   
sfs-2018-1138:K1P2                     1318  12.0   unmarked   
sfs-2018-585:K3P21                     1319  12.0   vague      
sfs-2022-366:K3P6                      1320  12.0   unmarked   
sfs-2023-677:P18                       1321  12.0   vague      
sfs-2024-945:K4P23                     1322  12.0   unmarked   
sfs-2025-400:K16P4                     1323  12.0   unmarked   
sfs-2017-725:K5P23                     1324  12.0   unmarked   
sfs-2021-34:P16                        1325  12.0   unmarked   
sfs-2019-742:K5P5                      1326  12.0   unmarked   
sfs-2018-1138:K19P16                   1327  12.0   unmarked   
sfs-2019-742:K11P27                    1328  12.0   unmarked   
sfs-2018-1138:K21P14a                  1329  12.0   unmarked   
sfs-2023-200:K12P17                    1330  12.0   unmarked   
sfs-2015-899:P4                        1331  12.0   unmarked   
sfs-2020-62:P19                        1332  12.0   vague      
sfs-2023-200:K7P51                     1333  12.0   unmarked   
sfs-2024-945:K6P10                     1334  12.0   unmarked   
sfs-2015-1016:K21P31                   1335  12.0   unmarked   
sfs-2022-482:K7P10                     1336  12.0   unmarked   
sfs-2018-597:K7P6                      1337  12.0   unmarked   
sfs-2017-900:P9                        1338  12.0   unmarked   
sfs-2022-700:K4P4                      1339  12.0   unmarked   
sfs-2026-772:K6P7                      1340  12.0   unmarked   
sfs-2022-700:K3P14                     1341  12.0   unmarked   
sfs-2022-700:K3P4                      1342  12.0   unmarked   
sfs-2025-400:K24P2                     1343  12.0   unmarked   
sfs-2018-1177:K2P18                    1344  12.0   unmarked   
sfs-2016-1108:K9P10                    1345  12.0   specific   
sfs-2026-677:P7                        1346  12.0   unmarked   
sfs-2026-1011:K4P10                    1347  12.0   unmarked   
sfs-2025-1053:K7P3                     1348  12.0   unmarked   
sfs-2022-700:K4P5                      1349  12.0   vague      
sfs-2016-415:P3                        1350  12.0   unmarked   
sfs-2022-900:P12                       1351  12.0   unmarked   
sfs-2016-429:P19                       1352  12.0   unmarked   
sfs-2019-508:P6                        1353  12.0   unmarked   
sfs-2024-710:K10P3                     1354  12.0   unmarked   
sfs-2022-700:K3P5                      1355  12.0   vague      
sfs-2018-1219:K5P3                     1356  12.0   vague      
sfs-2023-200:K12P28                    1357  12.0   unmarked   
sfs-2021-34:P15                        1358  12.0   unmarked   
sfs-2026-999:K6P5                      1359  12.0   unmarked   
sfs-2024-172:P50                       1360  12.0   vague      
sfs-2022-1011:P8                       1361  12.0   unmarked   
sfs-2018-672:K16P4                     1362  12.0   unmarked   
sfs-2024-710:K6P19                     1363  12.0   unmarked   
sfs-2016-188:K3P4                      1364  12.0   unmarked   
sfs-2018-1217:K2P11                    1365  12.0   unmarked   
sfs-2022-482:K9P20                     1366  12.0   unmarked   
sfs-2024-506:K10P1                     1367  12.0   unmarked   
sfs-2017-1000:K3P35                    1368  12.0   unmarked   
sfs-2019-32:K3P16b                     1369  12.0   unmarked   
sfs-2015-96:K4P3                       1370  12.0   vague      
sfs-2023-200:K18P43                    1371  12.0   unmarked   
sfs-2022-856:P13                       1372  12.0   unmarked   
sfs-2025-520:K4P7                      1373  12.0   unmarked   
sfs-2017-900:P14                       1374  12.0   vague      
sfs-2022-482:K5P30                     1375  12.0   unmarked   
sfs-2024-326:P7                        1376  12.0   vague      
sfs-2026-999:K10P1                     1377  12.0   unmarked   
sfs-2022-700:K2P22                     1378  12.0   unmarked   
sfs-2026-1600:K13P7                    1379  12.0   unmarked   
sfs-2026-1459:overgang:2026-1459       1380  12.0   specific   
sfs-2020-421:K1P9                      1381  12.0   unmarked   
